ID	BetweennessCentrality	ClosenessCentrality	Community CC	Global CC (per component)	Degree
6ad1af8181a143133eaf9172aa6f2cd8	2.78E-05	0.2559775	0.977616455	0.98709677	31
6b1bea6f1bba51f2203efa612e656642	0.00250778	0.31606368	0.89068469	0.59068295	67
6b2124e9525b0059d4408f8266f63848	3.07E-04	0.28973202	0.933333333	0.71987315	44
6b437da62e880b98f3afe2ed1fe4f322	0	0.7	0.883040936	1	8
6b7e7b8585214f4f72851c0d93bbddfd	2.78E-05	0.2559775	0.977616455	0.98709677	31
6b809e3c96b6e06d3583bd654146da2f	0	1	0.933333333	1	8
6bc01240753ecfa8a176ce1692b87a3d	0.00210593	0.28702852	0.946517778	0.55009921	64
6bd40fc2d8cb3dc25c49ac93ea922eda	0	0.31943835	0.984126984	1	45
6c275dc5f67721ed85ee90cdbf9f96a3	0	0.24451411	0.975609756	1	21
6c3819275e97f77f66c49a30ba76af11	0.00838572	0.34199812	0.519025104	0.41706504	118
6c597d6fa81ca893a0041fc5d4f968a7	7.46E-04	0.30549727	0.983050847	0.51777843	83
6c7eb1e7cb13f32233bff953110b21e2	0	0.24451411	0.975609756	1	21
6c9d6e196eb12395cb3c81f04438f571	1.35E-04	0.30299667	0.762344255	0.69306931	101
6cb188095153c97ed1f5441a823c258b	0	0.28892711	0.80745614	1	44
6ced88f5062730338ef1111e3aa3e3f8	3.48E-04	0.33348603	0.589983787	0.5057423	120
6d6c84c15db26338bd3d78a53cce42e0	7.02E-04	0.3039243	0.549032053	0.57028112	84
6da59cd55dfde4c9c86b4bd25c73a576	0	0.33201581	0.969903707	1	125
6dca637273a994c15f1cdf3fe82d3589	0	0.30682776	0.99378882	1	81
6dfdf91ae1584141b24d7685f7b7970b	0	0.31652174	0.927804517	1	64
6e04343fc8adbdda8048340a817030cb	0	0.25588752	0.981132075	1	36
6e0ac8e65c9252b3bcdcb93d37effc8f	0	0.28816467	0.535854342	1	28
6e41e13236ff1338512f1c5ad4dc64b4	0	0.29694086	0.99047619	1	59
6e6e180b6116c8147d17227ad7c0709f	1.68E-04	0.33384286	0.923076923	0.83515796	139
6e9e4cc271c81498c2a4dd670a682cc9	0	0.28474576	0.983050847	1	37
6eb8a6e7848194315eeec6b923066156	6.97E-05	0.30921705	0.948402948	0.77282438	119
6ed2f7f8ff554bcf04f5170b50d76167	0	1	0.933333333	1	8
6ee793290a8919423653f46251fa44f5	0	0.26466311	0.950680272	1	25
6efa3d887d775771240aa83f81cec8cf	0	0.7	0.883040936	1	8
6f47d4ec5d081e8f5cccb70d5df36a50	0	0.26466311	0.978723404	1	25
6f4fec0ad6bfaa4ca448c9d28ea3c203	8.05E-04	0.30864895	0.99047619	0.52301181	107
6f5012e6604eceebdfdc73cd5d5f6d32	0	0.33201581	0.995515695	1	125
6f52512145ccc4c03f8d3e9dd2c63b41	4.64E-04	0.33409821	0.814869233	0.58784364	97
6f5ff72eeea4b5c2c15f7ad4ad7cdfe6	1.55E-04	0.32606748	0.691949911	0.65145724	92
6fe923d067801cf65dca33d5cb46bc93	0	0.31822818	0.904734074	1	44
703f6d084ea1d0213d6aeb821abba928	0	0.26751592	0.888005997	1	52
7044e9232fd91967ea4e603afa31113d	0	0.24076728	0.96	1	17
7059e2f554cc12baf1e9fef6a1360d6e	2.64E-05	0.27534039	0.660225443	0.75198413	64
7060c5429832da24b0431055c3e78321	8.88E-05	0.28282828	0.658037663	0.62382445	88
706a6ff84827e67abb99553fc56f8bf2	0	0.27440633	0.807050093	1	37
707f2e5672e1b620782831f0e0b626f4	2.79E-05	0.31906501	0.952380952	0.87458007	95
70a0ba690cd4627a735b70d056eae431	0	0.31652174	0.927804517	1	64
70af0b4bb470aeee38565a5a97611335	0.00230864	0.33703704	1	0.47366483	181
70ba7c6f729d78eec06a61e1fa714b92	0	0.33201581	0.995515695	1	125
70bfe039e8c8483457396fc90da2ec00	0	0.24994278	0.983606557	1	27
70c3f0c31ff75c3a6d9d294621c1cf34	0	0.32704403	0.985074627	1	50
70e1bf4f27ada7ddc89b5ddcb416c921	2.79E-05	0.31906501	0.952380952	0.87458007	95
7106d320a80c53d2d3df5a24a7a37f1b	0	0.29694086	0.99047619	1	59
710b905c6beaa498c4db84a65a73868f	0	0.64102564	0.803333333	1	11
711664e8df79209bf74fc084db7c34a8	0	0.33201581	0.995515695	1	125
7126181455e4cbf0f6d33f86b4acbdd8	0	0.28854538	0.783063063	1	35
717bf0e49cc3e2e1e105f53914f03f00	4.54E-04	0.30904203	0.790758048	0.75689223	57
717c51a70cdb8ea67c865fea294e0266	0	0.34291098	0.987654321	1	57
7196dfdf93ef9f7a7d542a971a466932	2.89E-05	0.2408735	0.857142857	0.83809524	21
71bc4662c8088166c7565d45818d02cc	0	0.1899626	0.981132075	1	27
71efa5104db2e08cfc908c49b8197430	0	0.23113557	0.835978836	1	11
71eff0fdf3046acec41dcdf57357fac9	0	0.26751592	0.884453782	1	52
71ff43c827ca7fce5f57984f02c33208	6.82E-05	0.27610619	0.766422265	0.65800274	86
72096431f8571a76738d11e3518ad04c	0	0.26751592	0.930098832	1	52
7217216e2bca6ff2e729824ab7c79128	0	0.31329795	0.944669366	1	46
7246d98d8a6e9e0cbc47a9b1d73f7096	0.01248028	0.30978723	0.817889318	0.45964432	86
724ce88df84aacc583da36f74f4cf7fa	0	0.2983199	0.72143975	1	50
7269feaed7e1e22029002c99a5025bd5	0	0.26966292	0.989690722	1	49
7275d78d98f1288aa5d94cf7270f6dd6	0	0.28111726	0.557505601	1	37
72a165f9f1d3414e6b631bb223d681a5	0	0.30103377	0.937031484	1	75
72cccee2aed55206079f78e8fe5d4366	0	0.27889158	0.698648391	1	33
72e6ab1301c3315ea048d9f1d0c9b92c	2.64E-04	0.28927152	0.785235995	0.75321477	86
72f58b9294aeca7a8df6b4fd77db34ac	0.0155212	0.34716261	0.872677596	0.40834639	119
72fd5588c158b1648074195c0627bb7d	1.31E-04	0.28155215	0.664371859	0.71263158	76
730e1c53a57aa5bb392d3137afdde855	0	0.31869254	0.987341772	1	87
73101737540275ac901193e6f7a9d32f	0	0.30103377	0.990291262	1	75
7318ade7ac4a89ca5cf03d148e152be8	0	0.30413591	0.746778711	1	52
7320d48f67bc91d26669b59171f94da1	0	0.30682776	0.99378882	1	81
7321286906ebaae6902e97bdb6098bd8	0	0.31869254	0.938877461	1	87
732f3bd73a8691c870892ee5b014e9af	0.001366	0.33579336	0.451203301	0.43842365	204
733e85b121b6beeb80aed38cd769e4c4	0	0.28478289	0.837164751	1	62
733f99f4198bd24a7caacfc6ce9bebb8	0	0.28064765	0.795093795	1	45
737af2fabb00825df07c6626e8aebe1d	0	0.21342715	0.952380952	1	14
7383d7e291be952b5a8cd460ff2a7856	0	0.22067293	0.981818182	1	28
7393e9c7dd58accbeb74266c8f7ba74c	1.35E-04	0.30299667	0.711803331	0.69306931	101
73ec553b46bb78f8efd6560989cca2f2	0	0.3190184	0.994818653	1	114
73f13a15aa7443d7b532831a3ac9aa85	2.15E-04	0.30228374	0.595419255	0.60648148	81
73f4c88775b450d088362989ed6e3f05	0	0.30682776	0.99378882	1	81
73fde7214f6195c7a37590dcfb5bbf7c	0	0.27090052	0.889659958	1	63
740ed9b80a3eede5911fc22042f3f0c4	4.74E-04	0.3372973	0.777947672	0.54250128	177
742ca6d6524afa206ea8d1a31cc18dd2	0	0.34291098	0.972083456	1	57
74ccc5a54b753fdf4c32e9305f27bd9c	2.78E-05	0.2559775	0.977616455	0.98709677	31
74e2aa33005edb570d8947b59e7276d9	0	0.30413591	0.745620282	1	52
74f4f22995aab2e84c100d21203131ce	0	0.26966292	0.751748252	1	49
750bbeaed540c41103ec4d58b451b1f4	3.44E-04	0.3380805	0.767216847	0.64844156	176
755994d123a28dc30475b058f3346363	2.21E-05	0.27201395	0.815581027	0.81782265	68
755b0d1bf6ba1ba148a5d963a63db322	0	0.33201581	0.995515695	1	125
7578fbb4f1d0f976941ee92af395d3b8	0	0.29694086	0.99047619	1	59
75873b14205b0eaddca8cc0342d551cd	0	0.31547017	0.965517241	1	24
75975ac04cde103b7a9b5c668965cce3	0	0.29864625	0.626674912	1	46
7608cbe49372f8e005065f11becd13a2	3.76E-04	0.3202346	0.984126984	0.71313131	55
76098ce54a01193427b125a9ac0795d3	0.00957853	0.31035953	0.722574257	0.43354313	74
760c5ba041bf63b4e2f98024508c07b5	5.81E-04	0.31569818	0.540720122	0.47265418	138
76216c60363509ee7e3beaf3f46930e8	4.72E-04	0.30601093	0.8	0.59633028	109
765a123363c65f4cfe78c0966840d415	0	0.16061185	0.987951807	1	42
768091aad11004e6617badf5d87d35e5	2.09E-04	0.32966038	0.957157785	0.66953236	146
76958e5dc7da57a13aaec7f5da5a9f48	2.79E-05	0.31906501	0.952380952	0.87458007	95
76a693971465381552127031c5114734	3.45E-04	0.31487889	0.557044613	0.58477814	83
76ad7d721920fd8151582ba31f1058e9	2.78E-05	0.2559775	0.977616455	0.98709677	31
77036a44a56d0c5e3d629606e1cacda6	2.30E-04	0.32758362	0.668179713	0.74424698	133
7712258c868b91f50e7b0eafe34d024f	2.79E-05	0.31906501	0.952380952	0.87458007	95
7727be6bbbc4198e28e01662f75ae24b	6.05E-04	0.35299822	0.804077618	0.7206823	134
775e16d91a706bb9ba3d6be67a30be20	0.00684002	0.36941813	0.637204522	0.39846102	245
781d770c00525c512a37d754e6fad2fa	0	0.28111726	0.981818182	1	37
7859774e6889ea2b393c5c89c720d79f	0	0.23113557	0.842741935	1	11
788088f9cdba889fad1932a54dbef481	0	0.2621534	0.636986301	1	24
7895e61362d55196e4f06b746cedadfa	0	0.31652174	0.946005268	1	64
78af066f28bd55957cc83791abed5b73	3.07E-04	0.28973202	0.933333333	0.71987315	44
78db49bb84260eacf4a1cc899bcdddc7	0	0.31652174	0.884825701	1	64
78dea8bb7c0b25a5b6dfbf8e1f23543a	0	0.2883549	0.685002032	1	48
7956930352d2d1fca406305e1a8d9f2f	0.00326402	0.34050514	0.8	0.52884097	106
798f1d37389ba022184cc07cc0e634cd	0.0011319	0.34125	1	0.51730986	211
798f4aa27eccdc32fd60cbe3666c03c5	0	0.16061185	0.987951807	1	42
79c8eaf0bb4a2a035d39b225b02f6c2a	7.27E-04	0.26514508	0.798008535	0.71666667	25
7a05eec7cd6a5de247bd6429a0356720	1.84E-04	0.31433506	0.556581039	0.65709729	133
7a0acadd8672db22e5a771df72ad83eb	0	0.29694086	0.99047619	1	59
7a0f22db6e8013ac7ff282476d4a1e59	1.68E-04	0.33384286	0.923076923	0.83515796	139
7a11d8d2684d06bad92e9e7f4798d7d9	4.11E-04	0.33075875	0.928088803	0.57798688	168
7a27b56dfab330aa080eca9ae1256290	2.97E-04	0.29201765	0.975609756	0.90769231	26
7a29ae35c904d7763500b568455990de	0	0.16061185	0.987951807	1	42
7a32c6d50fa7f4ff7e2ef9c49dd5a022	0	0.32704403	0.621978022	1	50
7a3394c1fb436df5243f239693c2c951	0	0.33201581	0.995515695	1	125
7a58d7ce0f69e08f5da44956a29045f2	0	1	0.666666667	1	2
7a70d456c5cb7f03cdc4a412495896ef	1.31E-04	0.28155215	0.767052767	0.71263158	76
7a7be73f948f7a278e9ca698d41f2b5e	0	0.28064765	0.808424908	1	45
7b092d2baf21c5791ac72de9b27b3d72	0.00131705	0.32941176	0.582758621	0.51360799	90
7b32d26def406a72cecc0ee8039e616f	0	0.26294245	0.609416329	1	22
7b3bb41a653a3535e48aa58898ca1668	0	0.28111726	0.557505601	1	37
7b5f6e5ab7463ef40fd68857387887e2	0	0.3013245	0.807692308	1	61
7b8f96a1a0d83ac6f94324461461616a	0	0.32704403	0.985074627	1	50
7bb291de21312be02c3180548c0d0ead	0	0.1899626	0.981132075	1	27
7bbd5bf55b08a1831c61b99ac2734e34	0.00592804	0.25815603	0.813053613	0.75193798	43
7bca181e82b44dc0b3d8bb7cc416475e	0	0.31943835	0.984126984	1	45
7c15c6227a63b124bba143bce60613bb	0	0.29694086	0.99047619	1	59
7c26ddb060f98014cd91e0fa67ce4b52	0	0.16061185	0.987951807	1	42
7c2e6caf94368ef09d9423c20ef582e1	0	0.27670087	0.965517241	1	17
7c45f896ef1c4069d8b0179f83672c56	3.00E-05	0.31186634	0.594594595	0.80673759	48
7c86c1c9128de2978e3968cf48ec5bd2	0	0.29694086	0.99047619	1	59
7c9c874d2c54ee490e9c50896c65bb40	0	0.27572276	0.611501317	1	25
7caf8af654a5f6de3bbfa9d64ab99754	0	0.25588752	0.924379915	1	36
7cb0bf27a6d02a4357a99e6a7dc15ddb	0	0.2621534	0.976744186	1	24
7cc2e150f4b85cc4590031276d42932a	1.55E-04	0.32606748	0.659067882	0.65145724	92
7ce48c897ed690a29e91fdf4e6f9edff	2.42E-04	0.33471264	0.820519293	0.73456221	155
7d21b3cd6dbe2e97f38b81621109d855	0	0.28478289	0.899613046	1	62
7d41bfe2979e17cf7b24f986eb002291	5.24E-04	0.29268293	0.745472998	0.62589195	109
7d4898358aaa9635f0e315a44e01c48f	0	0.24167312	0.623611923	1	25
7d99a698eb754e615ab5ca4d2e5f6e70	0	0.21342715	0.9002849	1	14
7dc5811df32d4cb9dee758a75724002c	0	0.2809726	0.798219827	1	60
7dc823982310ec3d56dce8cac980fa5c	2.23E-04	0.29323308	0.947646748	0.54635911	67
7dcf9adae0506575f5d74f5866d10393	0.00247493	0.30545455	0.952380952	0.65618449	54
7df14fb0f3854eb2d73f7fd190cee202	0	0.22067293	0.981818182	1	28
7e143e714573216b733f7bfd261a4a26	0	0.30682776	0.99378882	1	81
7e16db9117a4566f261e78462b50c1ce	7.57E-04	0.33050847	0.728403141	0.63241758	105
7e17ea3ca891b89c39a5de68fdcfa654	0	0.30682776	0.99378882	1	81
7e2d22864d3823d2a8d7fac1aca4b6fa	5.12E-04	0.30086789	0.636690502	0.64848485	100
7e49d570926107ba7d052b48382279dc	0.07379442	0.36297158	0.583018868	0.33223723	131
7e51f67d2d5b6154fb30769cd531e5cb	0	0.3190184	0.994818653	1	114
7e82743e781052bb171b4fb12239ce79	0.00116589	0.34606243	0.909994155	0.45255474	137
7e903530ca8a6b3b2180d9cf3b32c442	0	0.32704403	0.985074627	1	50
7e9d43607d4245240990b2980c6f6e4a	0	0.33201581	0.995515695	1	125
7e9f6da187cee369fc844bc96ba39f53	0.51333333	1	0.535510204	0.48666667	25
7ecf58da5ae1ca167dee916dba31240a	0	0.16061185	0.987951807	1	42
7ed0dddb85cffb3df08bb2dbef4ad3b8	0	0.31943835	0.984126984	1	45
7ed6b84ae19d54dbe9e45576d7a666c6	0	0.22067293	0.981818182	1	28
7f33d15c29124cafa4972a4ebaf948c9	0	0.31943835	0.984126984	1	45
7f498faa24fc746a3ddee1e80e0548f6	0	0.28474576	0.965027322	1	37
7f588e1571bde381805aad99931b1316	0.00143473	0.33548387	0.577858044	0.47277284	210
7f636034bcf1044cfa2f7b0f8e07259a	0	0.24451411	0.975609756	1	21
7f721957a473409da37fd6fe7c64a1b6	0	0.64102564	0.952380952	1	11
7fd0f655ed11f6ad330e74760286d47c	0	0.31329795	0.950067476	1	46
7fd1c95a29fee857a2f67ca82c2ddfc0	0.00247493	0.30545455	0.952380952	0.65618449	54
800e2cbb14482f35dadb602f9ec6f7c6	0	0.31111111	0.704770902	1	74
801ab058f0506f7f7d33adf1c0e4004b	0	0.33201581	0.995515695	1	125
8024cf574fa1cd189720aeea125889bd	7.57E-04	0.33050847	0.70955789	0.63241758	105
8058cd9177b3cb4501b0ef29e64a869c	0	0.29694086	0.99047619	1	59
805cb426b68847b6ad0b62d32741e990	0	0.3013245	0.794966887	1	61
8078e447409e88cb924e8233e46396df	0	0.33201581	0.995515695	1	125
807be07f206b0ce8598ea3f252c95183	0.01070648	0.3546606	0.980392157	0.55707763	73
807ee418c58fcbe59944eb28281843f5	0	0.3190184	0.994818653	1	114
80a5a1ebf53b4671921634336a6af1e6	0	0.20047733	0.727272727	1	14
80b31ff254ee24b0647abbb007befe4e	0	0.31943835	0.984126984	1	45
80e8752c41d9e2ef2d856d03c353f865	5.12E-04	0.30086789	0.631098313	0.64848485	100
81006e9304734d0814585309420b02d9	0	0.34578847	0.987341772	1	51
812ac54a36bf9bd3a9a10e4440827456	4.52E-04	0.31469741	0.488927637	0.50767544	96
81649d46961ccf8cacf8e43e1ed7a294	0.00134124	0.2883549	0.666666667	0.62021702	103
8168c57bd0ab223100ab6cae0095abdf	0	0.3190184	0.994818653	1	114
818c87bda519f6a74a59487e33b351c2	0	0.28770913	0.984126984	1	51
8190b43cb8b71eca8c3f3160031fe499	7.49E-05	0.31744186	0.620005985	0.68593797	82
8196d21f089f1bf6b35b8389e8ccf97d	0	0.30825688	0.988505747	1	47
819b728c5b2d222c477cc536453db88a	2.78E-05	0.2559775	0.977616455	0.98709677	31
81a9a063eae85440b963ce42a6e7240f	0	0.31111111	0.660612315	1	74
81bf95abc5ac0524592e0d49e1200b61	0	0.27889158	0.705322129	1	33
81dde161ac092b599d2bf4371c148d10	0.13186813	1	0.708994709	0.6043956	14
81f8dc11ba5caee609197f6c641d0110	0.00247852	0.34388285	0.909090909	0.47733333	126
820ee61a7f1695e9f93e2739efb7b44c	0	0.1899626	0.981132075	1	27
822edd84bed4c67886c6ea4d0172223a	0	0.30443267	0.840860215	1	21
82451315a068d7c47431142b5e1d7a84	2.23E-04	0.32931242	0.643922932	0.4984377	127
8256bdadfe015233acf178782c492027	0.0028351	0.35738832	0.537028244	0.46860697	201
825c16c9136b3cc62a17c9db1e06c1ff	0	0.24951445	0.86693741	1	39
8271bed1109590aa3f98fc8e4cc01464	0.00206034	0.33080885	0.621848739	0.56707617	111
829ef73694f8afc8ff6f82d453eaab1f	8.88E-05	0.28282828	0.618992248	0.62382445	88
82d2ca662139c4bf8a28408223fa6d46	2.11E-04	0.2943793	0.915838691	0.88170732	41
83111d4863e2bb280453452be3b287a2	0	0.31547017	0.965517241	1	24
8317f182a471d4072156ff4856f4f6d1	6.82E-05	0.27610619	0.736162111	0.65800274	86
8323b1358944f1d9660091777eb8a60e	0	0.28064765	0.730532213	1	45
83b7a3e9590a9d56675b782d70b243a6	1.86E-05	0.31948508	0.983050847	0.82534653	101
83c6222fd19ad72833b1e1e088cbd087	0	0.28556485	0.67396367	1	47
83ddb8eaaa7395bca99e9844fb83d2b7	0	0.23524343	0.923076923	1	8
84267ebc42e8da2c487a3976e50b7ed5	0.00263952	0.33992218	0.464634258	0.41801754	213
845af472da232455fbe3782b70024222	9.20E-05	0.24097981	0.792792793	0.76	25
8473950db723863809717796e1070786	0	0.32704403	0.870624049	1	50
847ec92851a5a4170f71c98ac6df2af3	0	0.31943835	0.984126984	1	45
849a3deb6c2bba6e18db1b472f0703f8	0	0.3190184	0.952465396	1	114
84ad20bbee5f50ebb6841ffff948b0cc	0.00649492	0.34826981	0.932412577	0.61636829	69
84be8ef513f981cdfcd205f2a47c0058	0	0.2621534	0.636986301	1	24
84c93d79c338725b6f0f03af2294c63e	8.01E-04	0.33267327	0.627571147	0.46284039	155
84e33f84300cc0263501048c47f898df	1.75E-04	0.33085896	0.794487511	0.74868991	133
84f39da8769a5d191411a1096f726719	7.13E-05	0.27423405	0.785689714	0.71959686	95
84f51bf130acd8a52ea859fcfd56aac5	0.00178594	0.33030853	0.640294607	0.59584158	101
85acf874fb393331c18435a6cfe32165	4.06E-04	0.31258051	0.615917151	0.51867132	138
85b6d5788eb4adb917648dc2b1f2569e	6.97E-05	0.30921705	0.948402948	0.77282438	119
85c6adf636ab13fbae2061307556147a	0.00111201	0.30358632	0.586902287	0.52017717	128
86898f325eb98fcc3d7e04d49687be97	7.49E-05	0.31744186	0.738997821	0.68593797	82
868b774317e8b70e134729c1bf13ebce	0.02503798	0.38329238	0.995515695	0.40272374	257
86a336b714eaea1753cb32ac2eb97aaa	0	0.27572276	0.660005877	1	25
86d401ef938e85b96b0aeefc246c14fc	0	0.28478289	0.74245283	1	62
86e501d604db802d6d0364e63ab68fec	0.00198133	0.24536569	0.666666667	0.4756871	44
86e59859d6124206b035b3c0f63bfe24	0	0.26966292	0.989690722	1	49
8725f9bbf4421362599198082cedeb23	0.00296214	0.33928849	0.469870915	0.43072903	213
8733b5011d789e025477e9766c85a9b0	0	0.27090052	0.861528553	1	63
875059f6b85ef2f5d70026d1fb9b57f7	9.11E-05	0.336	0.878388002	0.8008222	140
876eae9a017e9f8ce0033c6384bc0f5b	5.94E-04	0.30140767	0.642457673	0.59924147	113
8771b5eeae8a3c8c38637ce03be41b14	0	0.69444444	0.962962963	1	14
877de384e17b6c4c27a33a11a583e442	0	0.26466311	0.978723404	1	25
8787fe1c0410421fb1783e1bcb86086a	0	0.1899626	0.981132075	1	27
878de6a70eb8fb643432527831fa44be	0	0.31869254	0.970987654	1	87
87bd116bc8d27db5bd2330456fbcf73d	0	0.28474576	0.965027322	1	37
87e047c423feaee7398c62ed178f9a47	0	0.24994278	0.983606557	1	27
87e303986bced7fe484a330fe5550ec0	0	0.3013245	0.991596639	1	61
8801c379263b489ab75d65aa8d389329	0	0.22067293	0.981818182	1	28
8802ba5182e49b746c67661beb8c491c	0	0.28478289	0.890023566	1	62
882f0ff5465df15758486776b38180c7	0	0.2621534	0.976744186	1	24
884c2094d5abec33ab375689de5133ca	4.72E-04	0.30601093	0.8	0.59633028	109
8874e37dff1c411c69c7a9c2beb71bcf	2.06E-04	0.30613961	0.990291262	0.59834781	119
889de541b0249c803d286a627ffcbfa9	0.01049287	0.36916836	0.994818653	0.57767923	165
88b351dadbd02697f8008078586d0dc7	0	0.32802643	0.888589398	1	55
88cc634fb8db3e67f81495c3d5d3e7ac	0	0.2883549	0.691590679	1	48
88d104cde404dc3b093253d4dac6fb38	0	0.24451411	0.975609756	1	21
8906d2a08739a3b35bd921f1733c27c8	3.65E-04	0.29335124	0.965027322	0.53551913	61
893f3d1eb06205c34f3d132a70b4b3a3	0	0.26466311	0.978723404	1	25
8951fe41edb4f24e5e2af5eaee29da53	0	0.2883549	0.92191358	1	48
895324b574ecc175685784e41a402c29	1.86E-05	0.31948508	0.983050847	0.82534653	101
89577957fb076e301f7e328523c37e11	0.00336973	0.33171324	0.573129596	0.48982558	129
89715fc7a470e84c0bab0c2c4d941923	3.07E-04	0.28973202	0.933333333	0.71987315	44
898d3e60adb5ff9d7f5159dc595b16ab	0	0.33201581	0.995515695	1	125
89eb501d74cee30daff7de0850b58641	0	0.24167312	0.807317073	1	25
89f423ff94bd43cbaaea975a1702700c	3.49E-04	0.32150743	0.663128749	0.7003871	125
8a018dd17cf2f07d1023095943690bda	0	0.24290958	0.975609756	1	21
8a12bd944a03816ea5ed6bbe3b5253a5	0	0.31943835	0.984126984	1	45
8a45e15532883540771d13d5376e3e37	0	0.31111111	0.71332273	1	74
8a4ed4d0a6de439080695e6ec529ae06	5.79E-04	0.33242009	0.520798409	0.49897092	150
8a500ff026285c40a3d0374250156851	0	0.32802643	0.888589398	1	55
8a776102143e6b443366cc24e712f8f9	0	0.23524343	0.923076923	1	8
8a97ab9c40cc58bb9382a96cecac8894	0	0.2809726	0.769592687	1	60
8abd2e3a1dfc5e4bdc4fec4fb05e6cee	2.57E-04	0.33656958	0.7267645	0.64357864	99
8abd743bbe4beef3d7159ed2d6f7b3b6	0	0.28556485	0.726072607	1	47
8acce9a8961ac577023a851f425c9bd5	0	0.32577566	0.765504359	1	105
8ae2f3ff4ec622dd24097ceb0e4283a5	2.17E-04	0.32529044	0.896774194	0.6024576	108
8b11781a588d68099f8f976082457983	0	0.28478289	0.882144831	1	62
8b6346d5514a5059d397c3c0be4675b0	0.00401269	0.35242859	0.965517241	0.7382791	148
8b64404c44fd5e6e7c8fe585f74d2ff5	0	0.31071276	0.908825248	1	49
8b8651e45c42c4ac026432848dbc17e8	0	0.28556485	0.607625272	1	47
8ba9eff3c79ebd86738f44cfd9b34ef1	6.97E-05	0.30921705	0.928097345	0.77282438	119
8bbc49ba322a5b96e7442ee2fbff8cad	0	0.16061185	0.987951807	1	42
8beac40cdb2eae1fbe29b4f4fb349da9	0	0.30682776	0.99378882	1	81
8c14d61d28abdcc19254aca51716ff9d	0	0.2883549	0.719500632	1	48
8c23016fe8e2950755ac910711149233	0	0.24290958	0.975609756	1	21
8c364d09645888907f012f613a9311cd	0	1	0.933333333	1	8
8c3e1f3664b086076512e993f40278ff	0	0.28093645	0.879295533	1	41
8c65bbaadcd9f00a492873f5e4bf9c8f	0.03347837	0.39020904	0.596949891	0.37771023	141
8c80cdfd96dafd780ec7d1d3e0aadee7	0	0.27889158	0.761344538	1	33
8ca31fdc829e1d622cc4ac57691622b7	0.03233773	0.38771525	0.857142857	0.49797214	107
8ca794d33871762d4b3eb663829c22e2	0	0.30178251	0.985915493	1	39
8cab5f677bbea91ae870a0db148f7976	0	0.34291098	0.954962708	1	57
8cadbe1612cb6061989424d71edbbd34	3.74E-04	0.31684317	0.517211805	0.57991004	116
8cdb78beae59686f08c4839e02dbe5f8	0	0.30413591	0.785507246	1	52
8cdf1aee220e78d40d13b4103e1204f0	1.86E-05	0.31948508	0.983050847	0.82534653	101
8d1a2e284bc6dc470b3b6fcd2048f222	0	0.26751592	0.867014342	1	52
8d3d8f87ec2f1eef0b8e207559b87089	0.00725292	0.33015873	0.596803527	0.66184573	121
8d514d65c093a50e2ab575a30c757167	0	0.33201581	0.995515695	1	125
8d6a2bc9430e0ca80077eb0a26b5d8eb	0.01842031	0.19064246	0.530718954	0.53204565	68
8dcbeae1c5738c7a9af0929397e28fa9	5.51E-04	0.33277465	0.972797694	0.61832786	166
8dd0a39e4d6a4954cb491f786bfad46b	0.00129974	0.36069364	0.591884929	0.57872807	96
8de63eaf98b58fa0ac03f17b05351ce6	0	1	0.933333333	1	8
8de8ebc281ae19855288d233f3cf6cb2	0	0.26466311	0.978723404	1	25
8e05c2b365e48df8f4660d7d2563dae6	4.73E-04	0.33855216	0.7267645	0.49581365	137
8e0679e4bb807f017ddf2342be62ebc7	2.64E-04	0.28927152	0.825026142	0.75321477	86
8e08e55575d36dedb14cc700d691b552	0	0.30965547	0.74935567	1	42
8e0cd0f5f766b90cb52c4905e9a1b571	0	0.30751901	0.776428406	1	93
8e5779e4de8fb8d7f10c9f0fbde294dd	0	0.31652174	0.927804517	1	64
8ea7277eefcbd7e6da156b80ca670677	0	0.26466311	0.978723404	1	25
8eb050868306a0fb69b784f5f2bd4971	2.07E-04	0.28597617	0.65723313	0.68359643	94
8ee3c3f536f1e2db53aac85ed8bef1a4	0	0.27440633	0.750980392	1	37
8f173f0e015f64c4779ce1fc831edaec	0.00375791	0.36333389	0.731042008	0.59624931	148
8f509a48e08c4e384c2a4f1cbe1686c5	0	0.28496868	0.686792453	1	27
8f99b26d643a456223d4317388d76fe9	0	0.3013245	0.735373335	1	61
8ff155e57093472f40ad526c7db66522	0	0.30682776	0.99378882	1	81
90096c5213630395390c2b6a0d41e1b2	5.44E-04	0.32345972	0.588169732	0.63325314	87
9020efe6fb2e8a6292c1090785378fa6	0	0.24994278	0.983606557	1	27
90269b1fafa5f4495ec909b977c88d02	0.00129352	0.33297759	0.503594651	0.4441206	200
906d4a5d81cb348922dd1ee3f3549e64	0	0.3013245	0.813322162	1	61
907912708d801261024583d3eea5402e	0	0.32802643	0.888589398	1	55
907ebfb5c00bac974663a087bb6f7d67	0	0.31652174	0.806220096	1	64
90a9bc9abdb496b71e170dd246fb9e8b	0	0.69444444	0.916256158	1	14
90cac99719b6e5a9b3bee0bcc6e60a21	0	0.31869254	0.987341772	1	87
90d39ce18bf053df6a16ca741731294a	0	0.27670087	0.965517241	1	17
90db065b56ebaf272a19e773b7a21007	5.77E-04	0.33860465	1	0.4819634	138
90f0d55c4c4c0871544e6c3aaf8175ac	0	0.31869254	0.987341772	1	87
