ID	BetweennessCentrality	ClosenessCentrality	Community CC	Global CC (per component)	Degree
248566e4352a3b3793f5390e77cb2424	1.86E-05	0.31948508	0.983050847	0.82534653	101
248c8be43c76d10c273c6e135fd6a097	0	0.32577566	0.699790866	1	105
24b4baa0fb5605bf615a5c3bbb6f2e98	0	0.16061185	0.968627451	1	42
24bd931d2b26ef747ffa266c3bb1ad6d	0	0.33201581	0.995515695	1	125
24c21be0a0bd790013c6d73de5c1b432	1.75E-04	0.33085896	0.794487511	0.74868991	133
24ee48b1ab1e9638d6ab1028d0ddb35d	0	0.27670087	0.965517241	1	17
24f11c09ceaf2adbf91194d3faa981ff	0	0.32577566	0.994413408	1	105
24fd79b4b76cac04d726bd8777fa8a83	5.51E-04	0.33277465	0.874702165	0.61832786	166
250b08328965f35f91c541e2e8d3622a	0	0.24994278	0.983606557	1	27
2510e3dba36729eafd6a778540715781	0	1	0.933333333	1	8
251a978473223a966e2d532e9eda270c	0	0.2809726	0.755573844	1	60
254eb734f86ffdcdc30eb49a47913fa8	0	0.24451411	0.975609756	1	21
257a9e2d8740b2838c882ee4ada8a1ae	3.07E-04	0.28973202	0.933333333	0.71987315	44
257ea54d8c638d690ee2147da8e02210	6.11E-04	0.30215827	0.607086436	0.63806909	94
25834f72e594bb310e38c342df9d469e	0	0.20047733	0.962962963	1	14
2597078d82de124ca5658c9512022050	0	0.30825688	0.935483871	1	47
25ae8d9c45193a1ece30ec033f368ca9	1.86E-05	0.31948508	0.983050847	0.82534653	101
25b0b259e611e3d8d05bb7e679ab4069	0	0.24994278	0.956989247	1	27
25b86c812b32a936c62127afc0015e07	0	0.30178251	0.985915493	1	39
25f3403be805dd3c923020aeed831e41	9.56E-04	0.35773956	0.943591513	0.63134822	156
25f5417b65c16053754f9b86ae951e99	2.21E-05	0.27201395	0.738286941	0.81782265	68
26192d40ee8b2d723338923908c5c5dc	0.02996039	0.31361287	0.497571849	0.53017401	74
264d09e34ce3a0865ea38de86c28c8fd	9.11E-05	0.336	0.882255951	0.8008222	140
26592d144d3b23fc50c2c91f614e8675	3.49E-04	0.32150743	0.703389831	0.7003871	125
2664e3b9a8b8be3ba778d80e824dd82b	0	0.3013245	0.725646711	1	61
2671b3cafa0ae77c1257714b22af8122	0	0.3013245	0.720190886	1	61
268ca8255a8bf3b7b36b6b001ade4777	0.00231865	0.29240862	0.891593992	0.53494949	100
26a931e1c2920266e5b526418f40ef20	0	0.2883549	0.665682327	1	48
26f5441763d61790b704c3d22721ee0f	5.24E-04	0.29268293	0.745472998	0.62589195	109
26f9d60ba7dfd2638a9e888be192fc13	0	0.3013245	0.813322162	1	61
26fa30af19eacc1178d7eb4578d5775e	0.00107034	0.33703704	0.909090909	0.52570066	130
26ffc68572088c4a65f0cead1cb6ea9e	4.34E-04	0.34162365	0.736842105	0.69325337	116
276dc2500d8c6f8976d80e6cae6e1113	0	0.3190184	0.952465396	1	114
279efa8a30ddd010df18746b0dd36a95	0	0.27090052	0.899224806	1	63
27b6bce1cb744cb7d892ff06d4993654	8.89E-04	0.31698113	0.953179595	0.58355917	82
27beee31e22463368e5b4ad80684f076	2.42E-04	0.33471264	0.828142768	0.73456221	155
28013767459951b5a84f12ec49c40929	0	0.30682776	0.99378882	1	81
280927e64b1524c0725125c6c47a20f4	5.68E-05	0.31606368	0.658115071	0.66206289	83
2823c9799f486050a4a3f108ca76904c	0	0.28474576	0.983050847	1	37
283ab3c085d3f240e7988ca562a96b01	0	0.33201581	0.995515695	1	125
2858fe6f6d98e476891480863b91d838	6.16E-04	0.29030972	0.857142857	0.55974843	106
2872e504501b4b483c9d052bd5d94358	5.24E-04	0.29268293	0.745472998	0.62589195	109
289ae32cc5def385710062d3c8480afd	2.15E-04	0.30228374	0.639395371	0.60648148	81
28ad6a18b91001102f4e73faffc5921c	0	0.29694086	0.99047619	1	59
28bfb9c0fe02059c7edae1bed8790003	0	0.28892711	0.80745614	1	44
28c3eacfe3fa775694e8ab2612dfa044	1.01E-04	0.27722772	0.568965517	0.54358974	40
28d7382b936a400d1ea297380a7dbbb8	3.95E-04	0.31767273	0.631034926	0.75140415	91
28ea9c19254460f9d48bb1222ef8ec31	0	0.26294245	0.624449016	1	22
28f38695e9f2490b8eb909317b94bce2	0	0.28111726	0.602655771	1	37
2913e0a363ef441568582a2992714f5d	0.00168274	0.33277465	0.882561133	0.58241758	91
293e8f712048fb55cdd782b5d09b8e57	5.12E-04	0.30086789	0.651037923	0.64848485	100
29426eafe6ff4f555f7d3541ce24188f	2.78E-05	0.2559775	0.977616455	0.98709677	31
29aacab5527b0a1020fad3f52a5a607e	1.09E-04	0.29131653	0.984126984	0.55685619	92
29afa404f4bbd9c3db6dcc3d8fc48486	6.82E-05	0.27610619	0.736162111	0.65800274	86
29bb3fd4558afb86e762cf8347563f14	0.00127261	0.33206629	0.957424714	0.53634476	108
29ce683dbd353745c938e008d6e189ef	0	0.25588752	0.888700565	1	36
29e9279b9c69248684d0910e1b347c67	6.97E-05	0.30921705	0.938063063	0.77282438	119
2a09a55324a648cb0519d85b1f4bc005	0.00247493	0.30545455	0.952380952	0.65618449	54
2a1b961e143b332b617e295ae047a75c	0	0.32802643	0.724034496	1	55
2a58c1d18f51247fcb2a56fefb1d5571	0	0.32936209	0.984126984	1	61
2a6def369a242e43d3b833363d57ab69	0	0.28556485	0.819541842	1	47
2a93d7c74b12f25a26ae3256ae933750	0	0.30682776	0.99378882	1	81
2b21f897e4a79e11737a01d0819744f4	0	0.30682776	0.99378882	1	81
2b3e983ab40db746d12c6dd766a8934e	9.01E-04	0.32422803	0.448585778	0.52661064	85
2b4c29f68deb6c429d87b59492ffb2ab	0	0.30413591	0.8678118	1	52
2b5639cd27430246589c2f1f8b0add22	0	0.32704403	0.985074627	1	50
2b56865f9652e178a4bac6066015e5bb	0	0.32802643	0.88974359	1	55
2b8febed3aa2a6b46360a60d1b031159	3.49E-04	0.32150743	0.703389831	0.7003871	125
2bb43ba4257a8e980377615842511451	0	0.3190184	0.994818653	1	114
2bb4f5109616cb1fb3ae7fb827dbbe8f	0	0.31869254	0.987341772	1	87
2be51978f3c4cf3b16c435a3a7303c27	0	0.31111111	0.664427845	1	74
2be731bfac2ecd40549414e00bbab244	0.01183988	0.30266075	0.793709528	0.53841808	60
2c06ac13d7fc3934e4579244c8336ccc	0	0.30965547	0.556442577	1	42
2c1021a99706486ac422624a41a57fa5	0	0.24951445	0.581384324	1	39
2c1e00ff10e0c62c0c14594074c8e3af	0.03150527	0.36966825	0.970522221	0.51190098	138
2c50dfba49c8ead45dfc656842b24950	0	0.32577566	0.650727651	1	105
2c578ab41c780ab3dbfda7fb03f893cb	0	0.28478289	0.719653179	1	62
2ca2ab9cc36bc0f9f7d0a4c02f5e9299	0	0.28556485	0.646831956	1	47
2ce591bc40a41152408190061f3f0ded	0	0.32635983	0.936016097	1	53
2cee4b90416e4d908871405b37b8114d	5.94E-04	0.30140767	0.615065858	0.59924147	113
2d2a7d447c7fcfafdb51554a6161a6e9	0	0.27670087	0.737237237	1	17
2d390820f4c7d39f1966d85fc8c19e20	0	0.22067293	0.981818182	1	28
2d403c8091cb14e690cd5cf62d2af505	0.00237777	0.32274272	0.539559684	0.44982007	123
2d53e4c78a60b30316d7c94c45dee75c	0	0.34291098	0.972083456	1	57
2d596e8423eb73ace13875ef2aafd87d	0	0.31652174	0.984615385	1	64
2d87a8b9988af480c23b7071d3263f26	0.00290311	0.34296482	0.578512027	0.502574	112
2da38bb017d23485fefeae16a4ca27bf	0	0.32577566	0.898189199	1	105
2e111f90728ea32c39d7d4c543fe7996	0	0.24290958	0.975609756	1	21
2e16f179183d1199bdcd8ff1570fc2b6	0	0.28474576	0.965027322	1	37
2e1f7ba0b4dff1a55d84ad6505ae7943	0	0.33201581	0.995515695	1	125
2e53deacbdbffa45967a52be3709fb71	0	0.24951445	0.965123457	1	39
2e5ca940711e59ec51b6408e14dfcd80	5.42E-04	0.29950631	0.499189335	0.5856014	68
2e642a20c87f31539cf94bd4a349f3ad	0	0.29694086	0.973725974	1	59
2e6aa8dcf70f407c1a75eeb9a6835790	0	0.33201581	0.995515695	1	125
2e790c208dfca9f1ac2b1dd3807d29ba	0.00128049	0.3373494	0.558905473	0.44163158	188
2e8409d891f1551fdd673702ce8ddd0d	0	0.2883549	0.949683544	1	48
2eaa040cd0f81d339489136ef7245eb1	0	0.28474576	0.983050847	1	37
2eab7580bbef048d17a82f9cbcc0e6e2	0	0.28854538	0.983050847	1	35
2ebd87f815c552caf2503a0e944fc1d1	0	0.22067293	0.981818182	1	28
2f0be24495fdac869ed4e63e69e6a730	0.01004364	0.38155136	0.468059036	0.35626252	182
2f176599124ea80fb29f90c1d63b368b	0	0.33201581	0.995515695	1	125
2f1963e61783ac8271437d27a3029af1	2.11E-04	0.2943793	0.961038961	0.88170732	41
2f38d91b24388f67b4369268b2daaa38	0.00367134	0.30199115	0.975609756	0.52639517	52
2f6d1fc1033f97d80838a7bfb5398f26	2.89E-05	0.2408735	0.857142857	0.83809524	21
2f700e931c4acee0130e6f687fa1f8fa	6.58E-04	0.30917327	0.735495455	0.73353819	68
2f7821e7ac1876ac1443a28994ab627d	0.02532389	0.28213409	0.981818182	0.50192308	65
2f7b99586b988c245f2e8aa4e7d8963d	0	0.32577566	0.840746055	1	105
2f837529bb333d122181411c05045533	0	0.30178251	0.985915493	1	39
2fa3f9de6a30dc7d3b7a3dc8e0a18f7d	0.00188324	0.34804781	0.8	0.40028362	232
2fc293d70431776fbe71977c23a12a77	0.00838572	0.34199812	0.535291631	0.41706504	118
2fe0200527bb3ea866701b6b995b96d9	0	0.33201581	0.995515695	1	125
2fe60b8b14359ff1fbca078730d4c917	0	0.31111111	0.684155844	1	74
300616e04f9142fb90c0f27fec781648	0.042726	0.29738562	0.805970149	0.68439716	48
30112c525a4557d45128741cd46ded3e	0	0.30682776	0.99378882	1	81
302e8df97667949f5fcc385fa8b244c0	0	0.33201581	0.995515695	1	125
30401ae155f4ee15abc92609086b546e	4.97E-04	0.33558697	0.797663381	0.55530091	154
30555d8aecbc159a3e59921bf580df8b	6.05E-04	0.35299822	0.698534163	0.7206823	134
3069a3ce7f7c8dcb971c8039e22edaf8	2.11E-04	0.2943793	0.961038961	0.88170732	41
3092db157cdafc75207388a3b3ae16a8	0	0.32704403	0.985074627	1	50
30ada8c599084df17c268ad51157f461	0.00304131	0.26009289	1	0.61309524	49
30b9c794f481db6d5722f3e56c00c584	6.58E-04	0.30917327	0.735495455	0.73353819	68
30bc7fb563d88edfec28bdf78cb23621	7.49E-04	0.32961062	0.649059863	0.65437049	87
30c93a809c4f559344b0b4388d8075d2	5.02E-04	0.32847045	0.639970204	0.65086093	151
30cb88dd7ab94582687bb227ecd13878	0	0.30682776	0.99378882	1	81
30ec49cc0e41b59282f2a3ba0706d6c4	3.51E-04	0.31293882	0.556805674	0.61769641	115
30f39a6fee15f6335d03abd4b9e3d25b	0	0.30682776	0.99378882	1	81
310ad04e669c37b9189fa389b6fd5c3f	0	0.25588752	0.923169994	1	36
310c52ef74a76d46d69f1552e2a688b4	5.74E-04	0.32274272	0.948402948	0.57801325	151
31148adb1555b82a138a9ca5763ed723	0.00366725	0.32117647	0.597653698	0.40193203	187
312120e7ed04b20184d04089086bf5c4	0	0.3	0.555372871	1	50
315f25fad9e72e52eedc9093f2519432	0	0.32577566	0.994413408	1	105
316d9a9e19a04e3878690f420c74bbd6	8.20E-04	0.30362853	0.605606618	0.56311844	116
3179ca8a90ae315ce25e0755c08ecdb6	2.86E-05	0.31137725	0.608049354	0.89050633	80
32091bff1f85b63771f67b67d8c1341f	4.34E-04	0.34162365	0.736842105	0.69325337	116
320ca1b7585c4af067578dc2a547dba4	4.69E-04	0.34810328	0.95031617	0.85649351	56
32417953623380664af813178b062465	3.44E-04	0.3380805	0.767216847	0.64844156	176
328ff929e253defb085d80992156ba4d	0	0.3190184	0.994818653	1	114
32c5d397984405ccb63ebb7859443b50	2.46E-04	0.3110225	0.690729439	0.59432705	103
32cb82dbfa47d66e29570993d0097736	0.00209431	0.31827456	0.571691297	0.45371429	126
32ea70dff13ab4ecca974e9c79453308	0	0.16061185	0.987951807	1	42
337436a28b6384e577732d9c04707613	4.54E-04	0.30904203	0.790758048	0.75689223	57
337b6926db00f47c5f8ecb0f8754771e	0	0.30178251	0.985915493	1	39
337f408059810b86574e120e9f70c53c	0	0.3190184	0.957114428	1	114
337fa6a4a16b01222223ef8f6496d2ef	0	0.31869254	0.987341772	1	87
3385cee15610081e5c82e574eeeb350a	0	0.2621534	0.636986301	1	24
33aab4082b4b2e420efde295eeea0dc1	0	0.22067293	0.981818182	1	28
33afadb0d6bcb31bacb6128051080768	0.00116928	0.34518729	0.540662746	0.44630664	180
33c6595af90b95a2280b38c30d08df66	6.36E-04	0.33902515	1	0.46150213	146
340eba590a84990010621a1239405d5d	1.07E-04	0.29054144	0.671492063	0.58208458	78
34123e88fc817d851a914949ed60d4a3	0	0.31111111	0.720366583	1	74
343b374747b220020b8cead4cb38c4bf	0	0.28892711	0.856429463	1	44
34a887f120c8cb0208fd562de2decd30	1.68E-04	0.33384286	0.923076923	0.83515796	139
34d0dce3f8479de6cda0e6b3fb38db20	0	0.2738558	0.864014801	1	18
34d60982a03add6ab8ae3621417af713	0	0.29864625	0.849462366	1	46
34fee1bec4a88c6c8cf3487cdd923103	0.02161294	0.38923543	0.882255951	0.51729435	188
35355bb9ed550a0c4a091506fa709958	0.00735077	0.34771533	0.46852988	0.35419063	162
35569dde5dd38987989a2d35fd4e4fc9	2.97E-04	0.29201765	0.975609756	0.90769231	26
3577c058062d8664d6c4a6a03e391859	0	0.2403169	0.923076923	1	14
3582a145d49fac2a7abc57534dbfa5d7	0	0.29694086	0.99047619	1	59
35e145d796952d00aec71a317439999d	0	0.33201581	0.995515695	1	125
35ef23155322a655210b275aaa0507d0	0	0.31547017	0.965517241	1	24
360cce9ced0b0b3fdc68d10695282482	0	0.20047733	0.962962963	1	14
36110d420b337c0a2b4b9fb28e1d82b7	0.00226031	0.33277465	0.525441855	0.48292011	121
3660603e2e437504ef350f3895360755	2.97E-04	0.29201765	0.975609756	0.90769231	26
367c312519745796dba01d363f43fb71	0	0.29694086	0.99047619	1	59
3680fffb5479f09b684de918db0edf93	0.00157784	0.36170918	0.637204522	0.61195929	132
369326812a818cb74ecb3fcdb5a65ffa	0	0.33201581	0.995515695	1	125
369ec393fe776415e56066e5ff24231b	0.0016321	0.32626232	0.496646696	0.4717518	122
36b17a78fee76aba1ea09c3f903abd13	0	0.2621534	0.976744186	1	24
36cb3f863d71df83f8015799faa466c5	0	0.27889158	0.623366337	1	33
36e2cd2e4f0acdd2d7dd68e226e0ebc1	0	0.33201581	0.995515695	1	125
372923d437d2babe3709e091b5e9aa48	0	0.31547017	0.965517241	1	24
372953f79ddda1ee92b0b835aaa16da6	0	0.30178251	0.985915493	1	39
3736ef0b233e88084b888446db4458c7	0	0.33201581	0.995515695	1	125
376febdc68dc8d6e549005775eb12d61	0	0.33201581	0.995515695	1	125
37a0a0d56488a55575e120de1fc7854c	2.72E-04	0.29088972	0.787340576	0.73593074	78
37b7bbad26449acb130f2d605708a961	0	0.3190184	0.97539625	1	114
37d3252efda62691bed14978016b2d11	0	0.25588752	0.924379915	1	36
37db81fd094840fe0cd2516006c72ffa	0	0.21342715	0.9002849	1	14
37df7e9391cd030eebbf24ee6ca36b02	0	0.25588752	0.981132075	1	36
37e94977feea91b4fe639942ec51c91b	0	0.69444444	0.962962963	1	14
37f7d56ca49465a39da075440059d13d	2.79E-05	0.31906501	0.952380952	0.87458007	95
382244d32287ed80ba85279e053ec87c	0	0.32704403	0.985074627	1	50
3832c5df5cef1c27097b736e6db7b476	0	0.32936209	0.988764045	1	61
383dabaeee9d622e20e6de1e18c717cb	0	0.27440633	0.772665502	1	37
3862973cce1f320267c878b159bc0aa6	0	0.28556485	0.909064831	1	47
38730161d6aa4378b3792364252b323d	0.00226031	0.33277465	0.591226708	0.48292011	121
38e1f19392750f5b4538c5fdee74e63e	0	0.27090052	0.550407278	1	18
38ed32d180584e81d0b701620c49abb1	0	0.32635983	0.824272701	1	53
39298710a775474043582726f3bfa4ec	0	0.2883549	0.691590679	1	48
396fae7c975d13d3955386d6df2fa948	0	0.2621534	0.976744186	1	24
3990c81ff92325356acdf9d10b4a16e6	0	0.22067293	0.981818182	1	28
399e0c0e2d303ccd6e2ffb856687b13f	0.01395637	0.3540856	0.832535885	0.50855494	99
39ad2d364244171f08f2395da8c4e521	0	0.16061185	0.987951807	1	42
39ddd2897b82a78df48ef226beb1c049	0	0.2983199	0.625755879	1	50
39e5b14d26f6f87c792149a81c0c7047	2.97E-04	0.29201765	0.975609756	0.90769231	26
39f224dc877d23d2616ffac407f2f6c4	0.03315103	0.33776678	0.615812258	0.54258297	123
3a0f7adf2b4a7b926000ec39bc7bdf90	0	0.33201581	0.995515695	1	125
3a34a01188ef927b6fe72bace94223b8	0	0.27572276	0.648020654	1	25
3a7c175c5bf7bfd8f2f29876b878be26	2.42E-04	0.33471264	0.828142768	0.73456221	155
3a8a9b733f5db0d90e6d659ebc7c48d3	7.26E-04	0.33646588	0.974619289	0.65376454	154
3aa6847036b68bd230c0437298653b86	0	0.28556485	0.683627553	1	47
3ab0cc8974496c79237c9a896c0efcb7	0	0.26966292	0.751748252	1	49
3ad7eff2f16758adfea77cd16477c8a7	0	0.27090052	0.613298338	1	18
3ae00668d6c799522bdb2bc23af7938d	7.57E-04	0.33050847	0.674780733	0.63241758	105
3affaec3c0962fa8d149b0806f0bf498	0	0.29694086	0.99047619	1	59
3b08435d810ffaf36c703029df059268	0.00796984	0.35926962	0.8	0.34716202	171
3b264dbbaad3c110d8fc16989fa2c77d	0.00211324	0.34540566	0.541109704	0.46456594	179
3b98b7b021a142f7849f93335c9082f9	1.86E-05	0.31948508	0.983050847	0.82534653	101
3bb4809a6671a842c3dd0358912daa31	0	0.16061185	0.987951807	1	42
3bf980aebb980ec34cb501b864998389	0	0.28770913	0.984126984	1	51
3c14b71336a217a708bc84b6ee912153	0.00262417	0.30747571	0.99047619	0.525	96
3c1f4f2533dc215a9312af97504940dc	0.03333333	1	0.787878788	0.86666667	6
3c49a1247704014500c3f4eb09193047	0.00439631	0.3566879	0.8	0.41744782	127
3c9a7d85fa78a7bf840a0e9571cd7004	0	0.31869254	0.987341772	1	87
3cb94edbdbd2f05c8ce8eadaf4402ad2	0	0.34578847	0.972222222	1	51
3cdf297d6c998c2efd4b4d07b0dca22f	5.51E-04	0.33277465	0.856934673	0.61832786	166
3cfccfe95a1630bee7c1ee5c1cbb23ed	0	0.32704403	0.847463902	1	50
3d01f4dab201155832d5b5a204f7f4c8	0	0.32802643	0.989010989	1	55
3d1f6e56574ab1d228b947eb02465b44	0	0.27440633	0.765384615	1	37
3d63d4a83a6eb78d290aac61e01b10ce	0	0.27889158	0.659427284	1	33
3d747582bad73f4e20134f3d18b7cd63	5.12E-04	0.30086789	0.592067789	0.64848485	100
3d87e4ebe2abd5195ce4d5ea38b4201f	0.00491234	0.36218905	0.956996911	0.55240683	161
3d8aa4e8ea371d64d83b5b5c7c5d9970	0.00311439	0.33343511	0.970522221	0.5408188	129
3d8c54f38d7f3e461b5732beccaf60b7	0	0.24451411	0.975609756	1	21
3d8de2f6964a9af12ff3966f46c50b23	0	0.30751901	0.747981366	1	93
3da03be9198247d6c86d916b5b2de939	0.00299047	0.34932821	0.962962963	0.65691337	84
3dac0b2cb3e488b8843c82359b13f020	0.00157784	0.36170918	0.637204522	0.61195929	132
3db63ef4a83bfb62c8e9b687d47e1e31	0	0.33201581	0.995515695	1	125
3dcf2134a1ae1728b3aca1a5e9a6e7dd	0	1	0.933333333	1	8
3e164af76a3ddcac9200b33e088c9e9f	0	0.34291098	0.987654321	1	57
3e85831adaed743b591ce11bad0cbe9d	0	0.29694086	0.99047619	1	59
3eacb9663397aff8413d5d7cbd4dbfcd	4.69E-04	0.34810328	0.95031617	0.85649351	56
3ec3b11f861271aab0263b48e6db02a9	0	0.24994278	0.983606557	1	27
3eea0039abf2ec7e21b1b47d61e9f05a	0.00299654	0.31981256	0.551367838	0.4260385	141
3ef4ac8364db7580802955b2749bfd6d	0	0.28093645	0.848925411	1	41
3f0829102c05645455479ac5651a9c1e	0	0.30682776	0.99378882	1	81
3f23ac0f327653e2bdbe3d9d794c7dd6	0	0.28496868	0.834615385	1	27
3f39874deb6e26180cc3e170a35b2cbb	0	0.31869254	0.987341772	1	87
3f48e7016ad41eecda0a96c8ecc2e1d2	0	0.32704403	0.985074627	1	50
3f6987ffce0f38d28b3da6f7462d5f30	2.94E-05	0.27561837	0.631169935	0.72183099	72
3f6ba0d2db067e0edefd4fb7c71d616d	0	0.31822818	0.981132075	1	44
3f7e28724def1b478677d60b3cc2010c	2.78E-05	0.2559775	0.977616455	0.98709677	31
3f9d1d817664250ebd9768e3f0c1e3d6	0	0.31329795	0.950067476	1	46
3fac5ef254cc96bfee7dbf776dab08e0	0.00157784	0.36170918	0.637204522	0.61195929	132
3fbaed381880edfaa92cd1ca077cbedd	2.78E-05	0.2559775	0.977616455	0.98709677	31
3fe3c37266c64ec49b8ba10ef0f59bea	0.00182231	0.31588082	0.972972973	0.60714286	64
3ff5d3733ba767d4a6f950c4ae6f76ef	0.00790352	0.34146341	0.988505747	0.61103573	67
40001c49fbf1fbe77dffeb68d14ff890	0	0.33201581	0.995515695	1	125
4000f21be1e74efd3b446e434ef6fa7b	0.01183601	0.33445636	0.985074627	0.54954955	75
4038765d8504bdb30e7ceadc4d32c82c	0	0.30682776	0.99378882	1	81
4062a51e663e0ea4e242fbc40e895563	0.00152744	0.34431657	0.62958731	0.5384534	138
40727873a8fe3ca8d8fd2f2a9a0454ab	0	0.32704403	0.957374254	1	50
40c589a8e9eb35df7533ee31e4796358	0	0.31943835	0.984126984	1	45
40c92f5c9dc0f5584cff9ce391bf009e	0	0.28816467	0.761904762	1	28
40e4d85b0267ab87dd333fe2634b07d5	4.46E-04	0.3321673	0.606024403	0.60687843	159
4104d6dbe0e45c70571277b8f548d25e	0	0.2621534	0.976744186	1	24
410bb85f62666c3c54fac7ab110a8d21	0	0.1899626	0.981132075	1	27
412ed69ab9b468366ec026ea779c4108	0	0.16061185	0.968627451	1	42
415e75747438d04897b0a0e1945da45d	0	0.24951445	0.936111111	1	39
417fe7e0094bc40d0023e297a939bb9f	4.54E-04	0.30904203	0.790758048	0.75689223	57
418dcfe7b6ee41449d3a816df74d5864	0.02323344	0.34606243	0.994413408	0.47161172	169
4197beaab0edfda9564c0be95caeb45a	0	0.31652174	0.87046287	1	64
41d06d2f78a0533c1b1ce826237a754c	0	0.3190184	0.947471102	1	114
4230d5fdab058ec6cd64d7f51ac7c061	0.001366	0.33579336	0.477983325	0.43842365	204
4246cf9597e035d5c8a76659b6b0d168	0	0.24951445	0.972468354	1	39
426690d8c967ceb31a7a5078b9637690	0	0.26966292	0.814188303	1	49
42812eadc137e5e0e8e28aad6fe67552	1.35E-04	0.30299667	0.650126217	0.69306931	101
4289cc3a1ad94ee4c2c41238e510b64b	0	0.30443267	0.962962963	1	21
42a03a7ceab0eb8e111096e8a0438115	1.86E-05	0.31948508	0.983050847	0.82534653	101
42e440d8565a96ae4d723882745d72e2	0	0.28816467	0.73080481	1	28
42e6b27378ffa7531d2905878669f36c	0	0.32704403	0.985074627	1	50
42e810655b24a2ab71a4c3ef6fceabdb	0	0.27889158	0.594780462	1	33
42e818b5c3fc6b59bd845b6b3f907215	0.0019064	0.3450237	0.8	0.54162411	89
42ed7f48f64bfe9bc8a12750d6c2e5e0	0	0.28111726	0.981818182	1	37
42f5954b168f817abbcba51391a121dc	0	0.2869908	0.952380952	1	24
42f65e09741dc45a2a5085af0ff89f8d	0	0.29694086	0.99047619	1	59
42f6f5970e8653185fc6e7024a5e42a4	0	0.31652174	0.927804517	1	64
4304c5f12c09f423ec90f0243620a48d	0	0.30443267	0.840860215	1	21
4336f2773b0565978d87038c3ef6b350	0.00244575	0.36063408	0.635250713	0.46881875	205
43ae135d03282e6fdc61ea8b6f0d15fd	4.69E-04	0.3416771	0.995515695	0.78658479	146
4440924df52a6a29cca6bc6a260bb42f	0	0.27090052	0.990825688	1	63
4446281c55152dd9a59fb28ef1e0a6f9	0	0.30751901	0.712449799	1	93
444d78018728f84fb1191a695e187b2d	0.01723937	0.35420045	0.898062243	0.50890917	118
4461bd6b05c0ec3d4b4406bf0aeb4fc7	0	0.28892711	0.80745614	1	44
4499f746dcddac27bb48ee20def16990	6.97E-05	0.30921705	0.948402948	0.77282438	119
44a9e3e0fb0b49af98e3db69354fd3c9	9.20E-05	0.24097981	0.775978408	0.76	25
44b0ecec55eb2fa217be8d5bb9dde221	2.30E-04	0.32758362	0.627369072	0.74424698	133
44b4efc2c800b233db5001dd9e85bd11	4.03E-04	0.31438031	0.487947455	0.55305868	90
44b6595d4f3b34f0aa116d5921d68469	0	0.64102564	0.803333333	1	11
44b726c5bc20b2268d5d3f5429960cd2	0	0.27090052	0.88816437	1	63
44ef2d0c413cd7f16538ba1d13e29c04	0	0.34291098	0.987654321	1	57
450671db78324945c72aba9b1f8999f2	0	0.16061185	0.987951807	1	42
45109c8c36d84e831b298490e59a4230	0	0.30751901	0.80113368	1	93
45143f45ed43500053b10702e5714158	0	0.29694086	0.99047619	1	59
45154d0947d37644748e2b7306e97556	0	0.33201581	0.995515695	1	125
45159c54cb9536dd2676414e1683de47	2.06E-04	0.30613961	0.937031484	0.59834781	119
4520cad4b58b7eac5c266ea10ff6904e	0	0.33201581	0.995515695	1	125
453b320fce9a7c0225b04203315376d5	2.78E-05	0.2559775	0.977616455	0.98709677	31
456acc05acce2381b1e4e1f05324b4e6	0	0.31943835	0.984126984	1	45
45709d5afdd4041a25c7b30bf1457cdb	9.80E-04	0.35494881	0.8	0.59843961	159
4586260ede4cb5f40c41594da36a9cdf	0	0.16061185	0.987951807	1	42
45c52c231d4b6cd31959cc39cc8ba47b	0	0.16061185	0.987951807	1	42
45e89ad387dccfdbe81edd31f98df4ba	0	0.34578847	0.972222222	1	51
45f593fc84f6dca7f60a33d169b9b9ed	0.00134124	0.2883549	0.666666667	0.62021702	103
45fffe17af80f3b716a655bdd3a8a2d4	0.00110084	0.3460076	0.71030303	0.46840959	136
4605c89692fa0c3fd72dc1846ff002dc	0	0.31943835	0.984126984	1	45
460a0115e4460624301027edf891f2a3	0.00499365	0.3445882	0.935409215	0.47275613	107
4622e4f5dfcf3d02a2403f26656a29a5	0.00308467	0.35662965	0.527963285	0.48924792	188
463523dda095ec5b61d8add33f5751a6	6.58E-04	0.30917327	0.759451401	0.73353819	68
463c58cf9569b46db8c69658e50472d8	0	0.30751901	0.80125559	1	93
4643ff5b04a19ae7c034d61fa965633e	0	0.32802643	0.88974359	1	55
46575eaab7b851fddcccbabe64e6e9c4	2.78E-05	0.2559775	0.977616455	0.98709677	31
465978a4fe786b0de184a49a27dbc79e	0.03526815	0.3666275	0.995515695	0.40549238	237
465bd2820eab41808b03b13af578cc7b	0	1	0.666666667	1	2
4683035d938e788af399a101c447ea07	0	0.28474576	0.965027322	1	37
4689bd38bab2de60e3de4510c90d39c5	8.50E-05	0.3256785	0.972972973	0.62842517	82
46abcc5ddd1c1b066e0bdecb10f629ca	0	0.28474576	0.983050847	1	37
46b1b9fbe703b3d92cc25b14f4b8af28	1.35E-04	0.30299667	0.704339012	0.69306931	101
46df1273d284eeb89c8f8e1638b54c43	0	0.28474576	0.983050847	1	37
4709838b12cfd3ccded5655ff8bea2a3	0	0.27440633	0.974824139	1	37
4711ccfd1b3d0748e19e37749b205e51	0	0.29108357	0.933333333	1	10
